의료기관명,주소
전세정독일피부과의원,경기도 광명시 오리로 861
전정형외과의원,경기도 광명시 범안로 1043
정광태치과의원,경기도 광명시 광명로 877
정다운약국,경기도 광명시 소하로 81
365굿모닝약국,"경기도 광명시 디지털로 19, 서림빌딩 1층 (철산동)"
365밝은약국,경기도 광명시 광명로 914-1
365편안한내과의원,경기도 광명시 오리로 976
광명마더스약국,"경기도 광명시 철망산로 87, 세이브존 지하 1층 (철산동)"
광명신세계약국,"경기도 광명시 광명로 906, 현대아이타워 1층 106호 (광명동)"
기운찬판도라약국,경기도 광명시 광명로 907
뉴광명동물메디컬센터,경기도 광명시 광명로 868
다나아약국,경기도 광명시 철산로 32
다정약국,경기도 광명시 오리로 960
명지옵티마약국,"경기도 광명시 오리로 865, 철산빌딩 1층 2호 (철산동)"
모범약국,경기도 광명시 오리로 976
봄빛약국,경기도 광명시 오리로 940
새미소약국,경기도 광명시 하안로 180
새부전약국,경기도 광명시 오리로 955
샘터약국,경기도 광명시 광복로 62
소망약국,경기도 광명시 오리로 647
소하백화점약국,경기도 광명시 하안로 200
신진약국,경기도 광명시 디지털로 25
씨유 광명철산역점,경기도 광명시 철산로 20
아울렛약국,경기도 광명시 철산로 4
에스약국,경기도 광명시 오리로 947
에스약국,경기도 광명시 오리로 870
우주온누리약국,경기도 광명시 범안로 1055
인정온누리약국,경기도 광명시 하안로 108
인제약국,경기도 광명시 금하로 525
장수온누리약국,경기도 광명시 광명로 823
참사랑해든약국,경기도 광명시 오리로 889
철산약국,경기도 광명시 오리로 857
철산한마음약국,경기도 광명시 철산로 20
큰사랑약국,경기도 광명시 하안로 112
하안약국,경기도 광명시 하안로 258
하안종로약국,경기도 광명시 범안로 1043
하얀약국,경기도 광명시 철산로 36
해솔동네약국,경기도 광명시 광명로 896
호두약국,경기도 광명시 하안로 294-9
(주)코리아세븐 광명교육청점,경기도 광명시 광명로 773
(주)코리아세븐 광명문화점,경기도 광명시 오리로 857
(주)코리아세븐 광명역사점,경기도 광명시 광명로 911
(주)코리아세븐 광명프라자점,경기도 광명시 철산로30번길 9
(주)코리아세븐 철산2호점,경기도 광명시 디지털로 64
(주)코리아세븐 철산스타힐스점,경기도 광명시 오리로 870
(주)코리아세븐 철산점,경기도 광명시 오리로856번길 18
100세약국,경기도 광명시 광명로 877
21세기 약국,"경기도 광명시 오리로 853, 광덕빌딩 1층 (철산동)"
24시 모두의동물병원,"경기도 광명시 하안로 289, 태홍빌딩 A동 2층 (하안동)"
365경희철산한의원,경기도 광명시 오리로 835
CU 광명미성점,경기도 광명시 목감로202번길 4
e그린치과의원,경기도 광명시 금하로 526
e편한약국,경기도 광명시 오리로 801
GM제일산부인과의원,경기도 광명시 광명로 896
GS25광명모세로점,경기도 광명시 시청로 49
GS25광명철산점,경기도 광명시 오리로856번길 26
GS25광명프라자점,경기도 광명시 범안로 1040
M프라자약국,경기도 광명시 금하로 464
가족사랑의원,경기도 광명시 도덕로 52
감초한의원,경기도 광명시 철산로 32
강경민정형외과의원,경기도 광명시 오리로 853
강남e편한치과,경기도 광명시 소하로 88
강남안과의원,경기도 광명시 오리로 857
강남외과의원,경기도 광명시 소하로 82
강내과의원,경기도 광명시 오리로 941
강영목정형외과의원,경기도 광명시 광복로 62
건강치과의원,경기도 광명시 도덕로 52
건강한 약국,"경기도 광명시 광명로 824, 1층 (광명동)"
경희구암한의원,경기도 광명시 범안로 1035
경희솔한의원,경기도 광명시 광명로 847
경희용한의원,경기도 광명시 광명로 829 백제빌딩
경희진한의원,경기도 광명시 금하로 464
경희한사랑한의원,경기도 광명시 오리로 957
경희한의원,경기도 광명시 디지털로 19
고려정신건강의학과의원,경기도 광명시 철산로 12
고려하나의원,경기도 광명시 안재로10번길 32
고려한약방,경기도 광명시 오리로984번길 5
골든힐약국,경기도 광명시 범안로 1056
공경효자손요양원,경기도 광명시 소하로 88
곽이비인후과의원,경기도 광명시 광명로 829
광륜한의원,경기도 광명시 오리로 861
통합의료진흥원 전인병원,대구광역시 남구 두류공원로 77 (대명동)
한영한마음아동병원,대구광역시 남구 월배로 468 (대명동)
리더스재활의학병원,대구광역시 남구 성당로 268 (대명동)
힘센병원,대구광역시 남구 봉덕로 71 (봉덕동)
문성병원,대구광역시 남구 성당로 168 문성병원 (대명동)
대명휴요양병원,대구광역시 남구 대명로 86 8~12층 (대명동)
고은재활요양병원,대구광역시 남구 현충로 236 2~6(4층 일부)층 (대명동)
명덕효요양병원,대구광역시 남구 중앙대로 227 주1(지하1~5)층 주2(지하1~3)층호 (대명동)
현대요양병원,대구광역시 남구 대명로 24 (대명동)
뉴영대요양병원,대구광역시 남구 대명로 275(대명동)
앞산요양병원,대구광역시 남구 대명로 237 (대명동)
대구요양병원,대구광역시 남구 현충로 184 대구요양병원 (대명동)
성심요양병원,대구광역시 남구 대명로 14 (대명동)
메디암요양병원,대구광역시 남구 봉덕로 33 (봉덕동)
에스엠신경외과의원,대구광역시 남구 대명로 290-1 3층 (대명동)
몸편한내과신경과의원,대구광역시 남구 대명로 205 1/2/4층 (대명동)
정진홍내과의원,대구광역시 남구 중앙대로 218 2층 (대명동)
신동구심맥내과의원,대구광역시 남구 중앙대로 151 2층 (대명동)
바른위앤장내과의원,대구광역시 남구 대명로 86 3층 (대명동)
경대탑연합정형외과의원,대구광역시 남구 효성로 80 1/3층 (봉덕동)
김호각속내과의원,대구광역시 남구 대명로 304 4층 (대명동)
효성마디재활의학과의원,대구광역시 남구 대명로 66 대명프라임시티 2층 202/203호 (대명동)
김태년내과의원,대구광역시 남구 대명로 290-1 2층 (대명동)
서부통신경외과의원,대구광역시 남구 대명서로 165 관문빌딩 1층 (대명동)
케이탑안과의원,대구광역시 남구 대명로 6 12/13층 (대명동)
올바른정내과의원,대구광역시 남구 중앙대로 200 남대구우체국 7층 (대명동)
영남속연합내과의원,대구광역시 남구 효성로 80 2층 (봉덕동)
대승정형외과의원,대구광역시 남구 성당로 184 1~2층 (대명동)
율이비인후과의원,대구광역시 남구 신촌길 57 상가401동 2층 201/202호 (봉덕동 앞산비스타동원)
깨끗한속내과의원,대구광역시 남구 대봉로 61 4층 (봉덕동)
바른미이비인후과의원,대구광역시 남구 봉덕로 90 3층 (봉덕동)
더튼튼마취통증의학과의원,대구광역시 남구 대봉로 61 3층 (봉덕동)
앞산에서소아청소년과의원,대구광역시 남구 신촌길 57 앞산비스타동원 상가 402동 2층 205호 (봉덕동)
모겐내과의원,대구광역시 남구 대명로 66 3층 303~305호 (대명동)
봄이비인후과의원,대구광역시 남구 대명로 66 5층 505호 및 506(일부)호 (대명동)
조헌포이비인후과의원,대구광역시 남구 대명로 205 3층 (대명동)
베스트안과의원,대구광역시 남구 월배로 470 2/4층 201/401호 (대명동)
세종정형외과의원,대구광역시 남구 대명로 65 세아타워 1층 (대명동)
행복한유앤갑외과의원,대구광역시 남구 중앙대로 240 해솔빌딩 2층 (대명동)
김진석신경과의원,대구광역시 남구 중앙대로 240 3층 (대명동)
늘본정형외과의원,대구광역시 남구 봉덕로 90 4/5층 (봉덕동)
르본피부과의원,대구광역시 남구 현충로 99 2층 (대명동)
유스템의원,대구광역시 남구 앞산순환로 373 1-3층 (대명동)
대구엔도내과의원,대구광역시 남구 월배로 468 2층 202호 (대명동 한영유니죤빌딩)
경대마음정신건강의학과의원,대구광역시 남구 월배로 474 2층 (대명동)
경대연합정신건강의학과의원,대구광역시 남구 월배로 468 2층 (대명동 한영유니죤빌딩)
오앤이정신건강의학과의원,대구광역시 남구 대명로 76 (대명동)
장우혁안과의원,대구광역시 남구 대명로 290-1 5~7층 (대명동)
배용철산부인과의원,대구광역시 남구 월배로 470 4층 (대명동)
파티마마취통증의학과의원,대구광역시 남구 월배로 482 (대명동)
라인피부과의원,대구광역시 남구 월배로 468 3층 (대명동)
으랏차마취통증의학과의원,대구광역시 남구 월배로 470 6층 (대명동)
백두신경과의원,대구광역시 남구 월배로 470 (대명동)
대구안과의원,대구광역시 남구 월배로 468 5층 (대명동)
경대플러스정형외과의원,대구광역시 남구 대명로 124 (대명동)
우석의원,대구광역시 남구 효성로 84 (봉덕동)
원형마취통증의학과의원,대구광역시 남구 대명로 304 (대명동)
영비뇨기과의원,대구광역시 남구 대명로 135 (대명동)
장정형외과의원,대구광역시 남구 중앙대로 226 (대명동)
경대연합의원,대구광역시 남구 대명로 72 더원빌딩 3층 (대명동)
곽앤신연합이비인후과의원,대구광역시 남구 월배로 474 4층 (대명동)
큰나무정형외과의원,대구광역시 남구 대명로 162-1 (대명동)
오비뇨기과의원,대구광역시 남구 월배로 482 2층 (대명동)
가톨릭마취통증의학과의원,대구광역시 남구 월배로 492 (대명동)
가톨릭연합안과의원,대구광역시 남구 월배로 482 (대명동)
용연합내과의원,대구광역시 남구 월배로 482 (대명동)
미앤미의원,대구광역시 남구 명덕로 334 3층 (이천동)
지구촌소아청소년과의원,대구광역시 남구 대명로 135 1층 (대명동)
소화가정의학과의원,대구광역시 남구 성당로 204 1층 (대명동)
마음편한의원,대구광역시 남구 대명로 162-1 4층 (대명동)
몸편한휴의원,대구광역시 남구 명덕로 334 2층 (이천동)
박상열내과  의원,대구광역시 남구 명덕로 164-1 (대명동)
우리들의원,대구광역시 남구 대명로 150 (대명동)
한혜경산부인과의원,대구광역시 남구 명덕로 304 1층 (이천동)
서부정형외과의원,대구광역시 남구 대명로 12 1층 (대명동)
한성연합내과의원,대구광역시 남구 두류공원로 16-2 2층 (대명동)
